Ticket_ID,llm_score
TKT-111562,2
TKT-113175,0
TKT-102358,2
TKT-111711,0
TKT-115159,2
TKT-108980,2
TKT-102893,0
TKT-102608,0
TKT-106292,0
TKT-100937,0
TKT-100396,0
TKT-114540,2
TKT-117233,0
TKT-117416,2
TKT-115136,2
TKT-112531,2
TKT-102134,2
TKT-111651,1
TKT-115292,1
TKT-115364,2
TKT-107113,0
TKT-115396,2
TKT-110780,0
TKT-118839,0
TKT-103119,0
TKT-113720,3
TKT-105282,2
TKT-101210,0
TKT-104104,0
TKT-117265,0
TKT-119948,0
TKT-101085,0
TKT-107888,0
TKT-108950,0
TKT-107591,0
TKT-106383,0
TKT-119697,0
TKT-110279,0
TKT-112059,0
TKT-110384,0
TKT-110829,0
TKT-117595,2
TKT-110319,2
TKT-109209,2
TKT-103379,1
TKT-102635,0
TKT-110479,2
TKT-101458,2
TKT-107922,3
TKT-101318,2
TKT-101769,2
TKT-113023,0
TKT-110569,1
TKT-111698,0
TKT-109004,0
TKT-108474,0
TKT-102583,0
TKT-111827,0
TKT-103609,0
TKT-103334,0
TKT-116256,0
TKT-103562,3
TKT-116316,0
TKT-101475,2
TKT-100130,2
TKT-109161,2
TKT-112711,0
TKT-105760,2
TKT-115625,2
TKT-112110,0
TKT-115574,0
TKT-113164,0
TKT-102751,2
TKT-105106,2
TKT-109237,0
TKT-106779,0
TKT-107178,0
TKT-101825,0
TKT-115972,0
TKT-109315,0
TKT-104010,2
TKT-100339,2
TKT-113754,0
TKT-104417,0
TKT-111320,2
TKT-115720,2
TKT-114244,0
TKT-114720,0
TKT-108138,1
TKT-104128,0
TKT-106741,0
TKT-117668,0
TKT-115462,2
TKT-102216,1
TKT-109000,3
TKT-102995,0
TKT-115120,0
TKT-112429,2
TKT-119061,0
TKT-111114,1
TKT-106503,1
TKT-119202,2
TKT-112334,0
TKT-109451,0
TKT-105083,0
TKT-112314,0
TKT-108478,2
TKT-115956,2
TKT-116231,0
TKT-109624,0
TKT-100655,0
TKT-118963,0
TKT-115418,1
TKT-102589,0
TKT-115402,3
TKT-105980,0
TKT-107826,2
TKT-103350,0
TKT-111733,0
TKT-108416,0
TKT-106087,0
TKT-103223,0
TKT-112883,2
TKT-112335,0
TKT-108365,0
TKT-111078,1
TKT-103615,2
TKT-117785,0
TKT-100449,0
TKT-114861,0
TKT-110044,2
TKT-111418,0
TKT-115618,0
TKT-106407,0
TKT-108696,0
TKT-119474,0
TKT-111076,2
TKT-105815,2
TKT-100535,0
TKT-109234,0
TKT-114620,0
TKT-105426,0
TKT-111020,1
TKT-102425,0
TKT-101836,2
TKT-110354,0
TKT-104742,3
TKT-110463,0
TKT-107463,2
TKT-117298,1
TKT-103463,0
TKT-114634,0
TKT-102680,0
TKT-110119,3
TKT-106373,0
TKT-101890,3
TKT-101038,0
TKT-117604,0
TKT-112557,0
TKT-104073,1
TKT-107442,1
TKT-109999,2
TKT-101870,0
TKT-115196,0
TKT-105894,0
TKT-103728,0
TKT-108958,0
TKT-107671,1
TKT-105999,0
TKT-105751,2
TKT-101688,0
TKT-106836,3
TKT-106536,0
TKT-104842,0
TKT-115844,2
TKT-100196,0
TKT-100518,1
TKT-110581,2
TKT-113320,0
TKT-110790,1
TKT-116939,0
TKT-100841,0
TKT-109507,0
TKT-110482,1
TKT-105174,2
TKT-119946,0
TKT-114469,2
TKT-107608,2
TKT-111264,0
TKT-114020,0
TKT-118601,2
TKT-119263,0
TKT-107097,0
TKT-112596,0
TKT-100454,2
TKT-118086,0
TKT-118220,0
TKT-102862,2
TKT-117392,2
TKT-103852,2
TKT-114004,0
TKT-100182,0
TKT-115127,0
TKT-118772,1
TKT-113418,0
TKT-102522,2
TKT-116260,2
TKT-104982,0
TKT-116568,1
TKT-119446,1
TKT-100099,0
TKT-111032,1
TKT-110484,0
TKT-115049,0
TKT-110928,0
TKT-118500,0
TKT-112008,0
TKT-118417,2
TKT-119621,0
TKT-116481,0
TKT-109188,0
TKT-115006,0
TKT-104741,2
TKT-101707,0
TKT-100254,3
TKT-113544,3
TKT-108441,0
TKT-101302,0
TKT-114441,0
TKT-115076,0
TKT-119382,0
TKT-106918,0
TKT-108454,2
TKT-104625,2
TKT-103930,2
TKT-107180,0
TKT-119845,0
TKT-108825,0
TKT-100933,2
TKT-100259,0
TKT-119080,0
TKT-115874,2
TKT-109090,2
TKT-102518,1
TKT-119853,2
TKT-101373,2
TKT-119878,0
TKT-104048,3
TKT-106350,0
TKT-108043,3
TKT-114595,0
TKT-102009,2
TKT-107806,0
TKT-119836,0
TKT-111341,0
TKT-103950,2
TKT-109815,2
TKT-116445,3
TKT-102912,0
TKT-116191,2
TKT-102874,2
TKT-108306,2
TKT-101037,0
TKT-102704,2
TKT-108108,0
TKT-108568,0
TKT-109575,0
TKT-113572,0
TKT-109349,0
TKT-111844,2
TKT-114985,2
TKT-109655,0
TKT-115554,0
TKT-115053,0
TKT-110611,0
TKT-113163,1
TKT-111859,1
TKT-113345,0
TKT-115506,0
TKT-101540,0
TKT-115678,0
TKT-102697,0
TKT-102286,0
TKT-104788,2
TKT-116030,0
TKT-118931,0
TKT-113692,2
TKT-117513,2
TKT-106808,0
TKT-119028,0
TKT-108710,0
TKT-113904,0
TKT-119515,3
TKT-111832,1
TKT-115280,3
TKT-110346,1
TKT-105163,0
TKT-101333,2
TKT-105716,0
TKT-114169,1
TKT-110008,0
TKT-115194,2
TKT-101984,0
TKT-104731,0
TKT-102435,0
TKT-109483,0
TKT-110256,2
TKT-119349,3
TKT-112846,0
TKT-107801,0
TKT-103920,0
TKT-114059,2
TKT-109605,0
TKT-105363,0
TKT-107562,0
TKT-109877,0
TKT-119141,0
TKT-102813,2
TKT-107497,0
TKT-100536,0
TKT-117951,1
TKT-101139,0
TKT-104116,3
TKT-106095,0
TKT-116116,2
TKT-117873,0
TKT-100617,0
TKT-101310,1
TKT-115104,0
TKT-117023,0
TKT-103251,2
TKT-103547,0
TKT-118641,0
TKT-111758,2
TKT-106627,2
TKT-115466,0
TKT-105000,2
TKT-107716,2
TKT-107719,0
TKT-107800,0
TKT-110104,2
TKT-118339,0
TKT-101121,0
TKT-102656,0
TKT-103478,0
TKT-108673,2
TKT-117126,1
TKT-116527,0
TKT-107033,3
TKT-111467,0
TKT-119987,2
TKT-103526,1
TKT-101835,0
TKT-108345,0
TKT-116464,0
TKT-109671,0
TKT-101042,0
TKT-109317,0
TKT-115702,2
TKT-100982,0
TKT-109545,2
TKT-104404,0
TKT-118465,1
TKT-118854,0
TKT-111800,2
TKT-119163,0
TKT-100377,0
TKT-100357,0
TKT-112622,0
TKT-119742,0
TKT-113295,0
TKT-107912,3
TKT-113214,1
TKT-109871,2
TKT-117961,2
TKT-116621,1
TKT-102234,0
TKT-119187,2
TKT-114464,2
TKT-112222,0
TKT-119899,2
TKT-115731,2
TKT-108614,0
TKT-107784,0
TKT-117847,1
TKT-105485,1
TKT-107223,0
TKT-104548,3
TKT-118932,2
TKT-102718,0
TKT-105847,0
TKT-101256,0
TKT-102640,2
TKT-102652,0
TKT-107125,0
TKT-104413,1
TKT-108753,0
TKT-109163,2
TKT-101336,0
TKT-100113,3
TKT-115495,2
TKT-116666,0
TKT-109159,2
TKT-113483,1
TKT-117757,0
TKT-113104,0
TKT-118326,3
TKT-112762,3
TKT-104345,0
TKT-107049,0
TKT-100380,0
TKT-104843,0
TKT-115141,0
TKT-116367,3
TKT-119283,0
TKT-111103,1
TKT-100135,3
TKT-110419,0
TKT-110958,2
TKT-112076,2
TKT-114754,0
TKT-111614,0
TKT-105678,0
TKT-111665,0
TKT-107289,2
TKT-102087,2
TKT-109811,0
TKT-106473,0
TKT-118966,0
TKT-103997,2
TKT-110087,0
TKT-114497,0
TKT-104356,0
TKT-119905,0
TKT-103288,0
TKT-109249,1
TKT-100425,0
TKT-118009,0
TKT-118611,0
TKT-119298,2
TKT-110895,2
TKT-105508,2
TKT-116490,3
TKT-107425,0
TKT-107087,3
TKT-110149,0
TKT-106977,0
TKT-107535,0
TKT-103214,0
TKT-109025,0
TKT-101833,2
TKT-103658,0
TKT-114061,0
TKT-116375,0
TKT-118493,3
TKT-115180,0
TKT-109541,2
TKT-112724,3
TKT-107488,2
TKT-114517,0
TKT-108413,0
TKT-106510,2
TKT-100653,0
TKT-108030,0
TKT-112038,0
TKT-103234,0
TKT-115568,1
TKT-102726,3
TKT-101113,0
TKT-112137,2
TKT-113563,0
TKT-100373,0
TKT-102099,0
TKT-107134,0
TKT-102993,0
TKT-108170,0
TKT-101275,0
TKT-110254,0
TKT-104304,0
TKT-109750,0
TKT-108260,0
TKT-109432,3
TKT-102132,0
TKT-116601,2
TKT-116845,0
TKT-113928,0
TKT-117702,0
TKT-109066,3
TKT-109668,0
TKT-106114,0
TKT-110764,0
TKT-113525,0
TKT-105638,2
TKT-100862,0
TKT-107294,0
TKT-112111,2
TKT-110039,3
TKT-107177,0
TKT-101720,0
TKT-111686,0
TKT-108318,3
TKT-115900,0
TKT-118538,2
TKT-106390,0
TKT-100638,0
TKT-112636,3
TKT-104132,0
TKT-100566,0
TKT-109530,0
TKT-116074,0
TKT-111450,0
TKT-101305,2
TKT-119104,2
TKT-104303,0
TKT-108373,0
TKT-113243,1
TKT-114557,0
TKT-114800,1
TKT-110819,2
TKT-110957,0
TKT-108304,0
TKT-113375,2
TKT-113337,2
TKT-101795,2
TKT-108031,2
TKT-110470,2
TKT-101964,2
TKT-102629,0
TKT-108087,0
TKT-114320,2
TKT-111099,0
TKT-117638,2
TKT-108233,0
TKT-118849,0
TKT-105610,0
TKT-106244,0
TKT-112526,0
TKT-106415,0
TKT-111009,0
TKT-106006,2
TKT-102543,0
TKT-103884,0
TKT-106013,2
TKT-102275,0
TKT-108463,1
TKT-110575,0
TKT-100420,2
TKT-100284,3
TKT-100998,3
TKT-117967,0
TKT-103181,1
TKT-106369,2
TKT-116248,0
TKT-118007,3
TKT-103834,0
TKT-118286,0
TKT-103245,0
TKT-104281,2
TKT-111809,2
TKT-118317,3
TKT-108922,0
TKT-112498,2
TKT-108375,0
TKT-117750,0
TKT-109042,2
TKT-105418,0
TKT-117900,2
TKT-116228,2
TKT-112597,0
TKT-113555,2
TKT-100682,0
TKT-106029,0
TKT-112470,0
TKT-100150,0
TKT-119408,0
TKT-105564,2
TKT-103411,0
TKT-108294,0
TKT-114877,0
TKT-114836,3
TKT-108528,2
TKT-109147,0
TKT-116830,0
TKT-105458,0
TKT-106138,0
TKT-104436,1
TKT-114819,0
TKT-104315,0
TKT-115112,0
TKT-102661,2
TKT-117551,0
TKT-113024,0
TKT-113863,3
TKT-103788,0
TKT-116134,2
TKT-101276,0
TKT-116330,0
TKT-105905,0
TKT-105115,0
TKT-112692,0
TKT-100116,2
TKT-116268,0
TKT-117629,3
TKT-118769,1
TKT-111724,0
TKT-101112,0
TKT-117398,3
TKT-119674,0
TKT-115809,0
TKT-119560,0
TKT-118584,0
TKT-103651,0
TKT-108336,2
TKT-101255,2
TKT-103684,0
TKT-114024,1
TKT-115431,0
TKT-118984,0
TKT-113691,0
TKT-102481,0
TKT-107858,0
TKT-107711,0
TKT-110156,0
TKT-117405,3
TKT-100829,2
TKT-117544,2
TKT-101602,3
TKT-116862,0
TKT-103058,0
TKT-114737,0
TKT-110823,1
TKT-116049,2
TKT-115949,0
TKT-105259,3
TKT-110461,1
TKT-111906,0
TKT-109363,0
TKT-117870,0
TKT-113963,2
TKT-116956,0
TKT-101921,1
TKT-111075,2
TKT-110778,0
TKT-109520,2
TKT-111318,0
TKT-112231,2
TKT-107596,0
TKT-115345,2
TKT-103851,2
TKT-103938,0
TKT-113864,0
TKT-104496,2
TKT-114156,2
TKT-107889,3
TKT-114718,1
TKT-114336,0
TKT-106535,1
TKT-103607,1
TKT-113895,0
TKT-101320,0
TKT-112752,0
TKT-117280,0
TKT-113539,1
TKT-100168,0
TKT-118389,0
TKT-112499,2
TKT-117645,1
TKT-113349,1
TKT-112780,1
TKT-114064,2
TKT-100398,0
TKT-106027,0
TKT-105865,2
TKT-100149,0
TKT-103069,0
TKT-116254,0
TKT-100094,0
TKT-117435,2
TKT-113577,0
TKT-111958,0
TKT-113334,0
TKT-106067,2
TKT-112818,0
TKT-101496,0
TKT-106660,0
TKT-113251,0
TKT-106871,0
TKT-112215,0
TKT-107861,1
TKT-107144,0
TKT-117786,0
TKT-118602,0
TKT-103746,0
TKT-112243,0
TKT-116966,0
TKT-109194,2
TKT-119309,0
TKT-119479,0
TKT-101929,0
TKT-112830,0
TKT-110439,2
TKT-114998,0
TKT-101967,2
TKT-109781,0
TKT-113252,1
TKT-101634,0
TKT-108784,0
TKT-106613,0
TKT-110739,0
TKT-107708,0
TKT-119500,3
TKT-115879,2
TKT-111139,0
TKT-109352,0
TKT-101479,2
TKT-107913,0
TKT-107336,0
TKT-101498,0
TKT-118383,0
TKT-108900,0
TKT-115895,0
TKT-112616,0
TKT-105719,0
TKT-112288,0
TKT-101332,2
TKT-107270,3
TKT-113845,3
TKT-113165,0
TKT-102688,0
TKT-101714,0
TKT-117588,0
TKT-110613,3
TKT-115075,3
TKT-111195,0
TKT-115353,0
TKT-117388,2
TKT-103855,2
TKT-116426,0
TKT-104113,2
TKT-108225,0
TKT-114863,0
TKT-102715,0
TKT-111370,2
TKT-100316,0
TKT-106978,1
TKT-115519,3
TKT-118485,1
TKT-119630,0
TKT-115609,0
TKT-107007,2
TKT-102818,0
TKT-105500,0
TKT-100950,0
TKT-111333,1
TKT-104602,0
TKT-112303,1
TKT-100030,0
TKT-106903,0
TKT-101639,0
TKT-106417,2
TKT-107976,2
TKT-114405,0
TKT-104456,0
TKT-111828,2
TKT-115481,0
TKT-116891,0
TKT-106113,0
TKT-106357,1
TKT-101965,0
TKT-117386,2
TKT-101584,0
TKT-102025,0
TKT-118782,0
TKT-109617,0
TKT-113846,1
TKT-119694,1
TKT-115882,0
TKT-114576,0
TKT-118045,0
TKT-102928,0
TKT-118457,0
TKT-111322,3
TKT-108483,0
TKT-118398,0
TKT-114063,0
TKT-118496,0
TKT-119751,2
TKT-101593,1
TKT-109659,2
TKT-106532,0
TKT-100700,0
TKT-113644,1
TKT-115425,0
TKT-109128,0
TKT-114808,0
TKT-106198,2
TKT-103995,0
TKT-107471,0
TKT-101314,3
TKT-108739,0
TKT-100764,0
TKT-117733,0
TKT-104342,1
TKT-105952,2
TKT-107319,0
TKT-112548,2
TKT-109835,0
TKT-113988,0
TKT-100038,0
TKT-103613,2
TKT-101455,0
TKT-115110,0
TKT-113343,3
TKT-108139,1
TKT-102894,2
TKT-113253,2
TKT-107781,2
TKT-105625,0
TKT-118269,0
TKT-116918,2
TKT-101053,0
TKT-113695,2
TKT-110333,1
TKT-114867,1
TKT-113961,0
TKT-112550,0
TKT-106145,0
TKT-105948,0
TKT-102807,0
TKT-114157,0
TKT-107556,2
TKT-113898,0
TKT-100304,0
TKT-118890,2
TKT-105224,2
TKT-115119,0
TKT-107728,0
TKT-117202,2
TKT-106695,1
TKT-115403,0
TKT-100252,2
TKT-100511,2
TKT-117732,0
TKT-113000,0
TKT-115308,0
TKT-106969,0
TKT-118531,0
TKT-109358,0
TKT-112357,3
TKT-118124,2
TKT-100750,2
TKT-115545,3
TKT-109854,0
TKT-100742,2
TKT-119368,2
TKT-100176,2
TKT-111206,0
TKT-108285,0
TKT-117559,0
TKT-112865,2
TKT-109577,0
TKT-108769,0
TKT-106886,2
TKT-108191,0
TKT-117415,2
TKT-114322,0
TKT-100381,0
TKT-114752,0
TKT-109931,2
TKT-115886,3
TKT-107201,0
TKT-109745,0
TKT-114805,0
TKT-108645,0
TKT-109870,0
TKT-107515,2
TKT-106015,1
TKT-115807,0
TKT-109778,3
TKT-113266,0
TKT-108743,0
TKT-100984,1
TKT-100439,2
TKT-108398,0
TKT-103781,2
TKT-115654,2
TKT-112731,0
TKT-119530,0
TKT-105472,0
TKT-112196,1
TKT-118909,2
TKT-113799,0
TKT-113188,0
TKT-112509,0
TKT-101226,0
TKT-107985,0
TKT-114183,0
TKT-111633,0
TKT-117957,0
TKT-100903,0
TKT-113980,0
TKT-115270,0
TKT-108280,0
TKT-107107,0
TKT-113342,0
TKT-111008,0
TKT-100366,0
TKT-110134,0
TKT-103079,0
TKT-116767,3
TKT-103016,0
TKT-106936,0
TKT-117993,0
TKT-110746,0
TKT-101653,0
TKT-115923,0
TKT-103422,0
TKT-113313,1
TKT-115868,0
TKT-108925,2
TKT-113186,0
TKT-101206,0
TKT-112715,2
TKT-108928,0
TKT-114477,0
TKT-101486,0
TKT-112326,0
TKT-111959,2
TKT-100085,0
TKT-105665,0
TKT-100167,0
TKT-105377,2
TKT-115940,0
TKT-115631,2
TKT-104894,0
TKT-107203,0
TKT-118887,2
TKT-101418,0
TKT-107748,0
TKT-102254,3
TKT-104063,2
TKT-108860,1
TKT-119646,2
TKT-109014,0
TKT-108394,0
TKT-110282,0
TKT-104244,0
TKT-113530,2
TKT-102438,3
TKT-105140,3
TKT-102069,0
TKT-115224,0
TKT-113105,0
TKT-117253,1
TKT-106667,0
TKT-101078,0
TKT-112832,3
TKT-102175,0
TKT-104125,0
TKT-100624,0
TKT-110536,0
TKT-116343,1
TKT-104105,0
TKT-103550,0
TKT-107536,0
TKT-113661,0
TKT-100147,2
TKT-106798,0
TKT-105786,0
TKT-117885,0
TKT-101354,2
TKT-108756,0
TKT-111010,0
TKT-118676,0
TKT-119063,2
TKT-113195,0
TKT-116541,3
TKT-116319,0
TKT-114969,2
TKT-106306,2
TKT-107584,0
TKT-116289,0
TKT-110455,1
TKT-108223,0
TKT-119967,1
TKT-116147,0
TKT-102447,2
TKT-101887,2
TKT-108818,0
TKT-114774,0
TKT-111872,0
TKT-100905,1
TKT-115000,0
TKT-117877,0
TKT-104896,2
TKT-119424,0
TKT-109859,0
TKT-112085,0
TKT-114150,0
TKT-109594,2
TKT-103102,0
TKT-112083,0
TKT-100517,3
TKT-115181,2
TKT-106202,0
TKT-109883,0
TKT-110302,0
TKT-112567,3
TKT-109195,0
TKT-110903,2
TKT-110612,0
TKT-104750,0
TKT-117711,0
TKT-118150,0
TKT-110159,1
TKT-115098,0
TKT-108206,2
TKT-114660,0
TKT-119266,1
TKT-109809,0
TKT-106925,2
TKT-112299,2
TKT-103107,2
TKT-102006,2
TKT-114354,2
TKT-111866,0
TKT-102733,3
TKT-112167,0
TKT-117697,2
TKT-101693,0
TKT-116431,1
TKT-111505,2
TKT-104385,0
TKT-116852,2
TKT-110978,0
TKT-109384,0
TKT-103289,2
TKT-117374,2
TKT-102499,0
TKT-115966,0
TKT-115575,0
TKT-119238,1
TKT-116125,3
TKT-107983,0
TKT-113201,0
TKT-115012,0
TKT-115794,0
TKT-110062,0
TKT-117192,2
TKT-102574,0
TKT-115613,0
TKT-114335,2
TKT-104220,0
TKT-112694,0
TKT-117096,2
TKT-114585,3
TKT-116993,0
TKT-113102,0
TKT-109239,2
TKT-113143,0
TKT-114750,0
TKT-104089,0
TKT-109515,0
TKT-117834,0
TKT-108341,0
TKT-112469,1
TKT-107316,2
TKT-103601,3
TKT-107997,0
TKT-118299,0
TKT-116386,2
TKT-108268,0
TKT-112285,0
TKT-102923,0
TKT-114297,2
TKT-101064,0
TKT-116435,0
TKT-113315,1
TKT-108522,1
TKT-101771,0
TKT-100332,0
TKT-103989,0
TKT-109115,0
TKT-113925,2
TKT-103865,0
TKT-108687,0
TKT-105589,2
TKT-119657,0
TKT-105631,0
TKT-119820,2
TKT-114777,2
TKT-107834,0
TKT-115276,1
TKT-102299,0
TKT-104467,0
TKT-108255,2
TKT-111843,0
TKT-104246,0
TKT-114485,0
TKT-108354,2
TKT-113203,0
TKT-110755,0
TKT-101683,2
TKT-115689,0
TKT-119760,0
TKT-117788,0
TKT-115610,0
TKT-112200,2
TKT-100578,0
TKT-109656,2
TKT-100334,0
TKT-114710,0
TKT-117519,1
TKT-109748,0
TKT-104585,0
TKT-116703,2
TKT-114657,0
TKT-110656,0
TKT-109109,0
TKT-100676,2
TKT-114381,0
TKT-112419,1
TKT-109862,2
TKT-100782,0
TKT-113256,0
TKT-106298,0
TKT-106062,0
TKT-101796,3
TKT-113556,0
TKT-105219,0
TKT-109680,0
TKT-111736,0
TKT-115697,0
TKT-113681,0
TKT-115550,2
TKT-117792,0
TKT-103166,0
TKT-104061,0
TKT-109418,2
TKT-110004,3
TKT-107030,2
TKT-110184,0
TKT-102836,0
TKT-119705,0
TKT-107306,0
TKT-101955,0
TKT-113696,0
TKT-116520,0
TKT-114372,0
TKT-113729,0
TKT-113173,0
TKT-119098,0
TKT-109812,0
TKT-100533,0
TKT-113647,2
TKT-100469,0
TKT-118936,0
TKT-109489,0
TKT-105916,0
TKT-103761,3
TKT-105478,2
TKT-105805,2
TKT-110084,1
TKT-113494,0
TKT-105514,2
TKT-101266,0
TKT-105864,2
TKT-115865,0
TKT-112892,2
TKT-105742,0
TKT-113653,0
TKT-103780,0
TKT-112574,1
TKT-115733,0
TKT-108985,0
TKT-114535,0
TKT-114107,3
TKT-110206,0
TKT-119972,0
TKT-111811,3
TKT-101566,0
TKT-111276,2
TKT-107752,2
TKT-105857,0
TKT-104514,2
TKT-107655,0
TKT-112025,3
TKT-105908,0
TKT-119144,3
TKT-101544,0
TKT-111416,0
TKT-108845,0
TKT-102604,0
TKT-109150,0
TKT-115640,0
TKT-114656,0
TKT-105764,0
TKT-101281,0
TKT-116004,2
TKT-107775,2
TKT-108889,1
TKT-102471,0
TKT-119304,3
TKT-113814,0
TKT-118813,0
TKT-113227,0
TKT-117290,0
TKT-117042,2
TKT-106181,0
TKT-119725,0
TKT-111775,3
TKT-106329,2
TKT-104126,0
TKT-114851,0
TKT-117190,1
TKT-103599,0
TKT-105512,0
TKT-114164,2
TKT-109691,2
TKT-104294,0
TKT-114221,3
TKT-105943,0
TKT-111121,0
TKT-104093,0
TKT-118902,0
TKT-116416,0
TKT-109622,0
TKT-119237,0
TKT-103402,0
TKT-119247,0
TKT-107794,0
TKT-118834,2
TKT-113021,0
TKT-107914,0
TKT-110228,0
TKT-108393,2
TKT-106399,0
TKT-116856,0
TKT-117610,0
TKT-113126,0
TKT-105754,0
TKT-115860,0
TKT-103986,0
TKT-107639,1
TKT-117734,0
TKT-111893,0
TKT-103824,0
TKT-118901,0
TKT-107870,0
TKT-118268,0
TKT-119107,0
TKT-118983,0
TKT-100157,0
TKT-111842,3
TKT-100188,1
TKT-103577,1
TKT-102493,1
TKT-111376,0
TKT-114981,2
TKT-106108,0
TKT-110864,2
TKT-108008,0
TKT-117707,0
TKT-119825,0
TKT-109149,0
TKT-115241,0
TKT-113671,0
TKT-118704,0
TKT-118724,3
TKT-103013,0
TKT-110387,0
TKT-111106,0
TKT-108443,0
TKT-119322,0
TKT-107885,2
TKT-112976,0
TKT-116728,3
TKT-106105,0
TKT-115612,0
TKT-115626,2
TKT-103639,1
TKT-100428,0
TKT-113710,0
TKT-119463,0
TKT-115471,0
TKT-114393,0
TKT-114944,3
TKT-109989,2
TKT-111988,0
TKT-109674,0
TKT-102359,0
TKT-100673,0
TKT-113769,0
TKT-109942,0
TKT-113819,0
TKT-109913,0
TKT-106512,2
TKT-102820,2
TKT-119965,0
TKT-114047,2
TKT-102791,2
TKT-116352,1
TKT-109919,2
TKT-119949,2
TKT-115548,1
TKT-101326,2
TKT-113842,2
TKT-110527,0
TKT-108585,1
TKT-100915,0
TKT-117981,0
TKT-108778,2
TKT-101650,0
TKT-111622,2
TKT-113100,1
TKT-107603,0
TKT-105222,0
TKT-115644,0
TKT-100435,1
TKT-106689,2
TKT-117498,2
TKT-114095,0
TKT-113498,0
TKT-118173,0
TKT-102562,0
TKT-118749,0
TKT-119035,1
TKT-103198,2
TKT-115016,0
TKT-117076,2
TKT-118980,0
TKT-115889,0
TKT-119988,0
TKT-105662,0
TKT-107627,0
TKT-100531,1
TKT-119822,2
TKT-117819,0
TKT-106599,3
TKT-111131,0
TKT-106315,2
TKT-112514,2
TKT-116835,2
TKT-113962,0
TKT-115005,2
TKT-115536,0
TKT-111006,2
TKT-105028,0
TKT-100280,2
TKT-111817,0
TKT-105928,3
TKT-107836,0
TKT-118323,0
TKT-118078,0
TKT-101643,0
TKT-101889,1
TKT-112681,0
TKT-112134,0
TKT-112589,0
TKT-103594,0
TKT-102996,0
TKT-104501,0
TKT-110993,0
TKT-118583,1
TKT-103193,1
TKT-105992,0
TKT-118956,3
TKT-112736,1
TKT-118282,2
TKT-110126,0
TKT-116938,2
TKT-100575,0
TKT-108231,0
TKT-101352,0
TKT-103902,2
TKT-116963,2
TKT-112160,0
TKT-104154,0
TKT-107646,1
TKT-111681,0
TKT-100505,0
TKT-102857,2
TKT-107852,0
TKT-101432,2
TKT-104554,0
TKT-112962,0
TKT-109814,0
TKT-109595,2
TKT-116345,0
TKT-108423,0
TKT-103371,0
TKT-104367,0
TKT-107109,0
TKT-114549,0
TKT-119388,0
TKT-100610,2
TKT-113538,0
TKT-108407,0
TKT-119664,2
TKT-118688,2
TKT-110011,0
TKT-109251,0
TKT-114259,0
TKT-118647,0
TKT-117512,0
TKT-110590,2
TKT-103448,0
TKT-114017,0
TKT-104800,0
TKT-109936,0
TKT-113812,0
TKT-110294,0
TKT-106165,0
TKT-117377,0
TKT-119602,0
TKT-112590,0
TKT-117068,2
TKT-103944,0
TKT-108468,0
TKT-104308,0
TKT-102919,2
TKT-103501,0
TKT-113872,0
TKT-104660,0
TKT-113420,0
TKT-117110,0
TKT-117490,2
TKT-110801,3
TKT-108530,2
TKT-100448,0
TKT-110317,0
TKT-108623,0
TKT-111255,0
TKT-114928,0
TKT-111096,2
TKT-116664,0
TKT-114078,1
TKT-113275,0
TKT-108214,0
TKT-105547,0
TKT-101127,0
TKT-117113,0
TKT-104407,0
TKT-101799,0
TKT-106434,0
TKT-118955,0
TKT-107524,2
TKT-119389,0
TKT-110660,2
TKT-105015,0
TKT-106024,0
TKT-112586,0
TKT-103441,2
TKT-109085,3
TKT-113952,2
TKT-113522,2
TKT-104384,0
TKT-104288,1
TKT-113920,0
TKT-111025,0
TKT-114968,1
TKT-111741,0
TKT-112113,0
TKT-103260,2
TKT-114974,2
TKT-114764,0
TKT-106480,0
TKT-107575,0
TKT-108688,0
TKT-115661,2
TKT-105070,2
TKT-110247,3
TKT-102947,1
TKT-102840,0
TKT-108122,1
TKT-111497,0
TKT-108410,0
TKT-100177,2
TKT-107816,0
TKT-112376,0
TKT-114193,2
TKT-111666,0
TKT-108941,0
TKT-104081,0
TKT-101511,0
TKT-107414,0
TKT-109345,2
TKT-103942,0
TKT-117631,0
TKT-114346,0
TKT-108485,0
TKT-119273,3
TKT-118344,0
TKT-107555,2
TKT-100473,0
TKT-110089,0
TKT-118848,0
TKT-101846,0
TKT-113172,2
TKT-114842,0
TKT-107656,2
TKT-119191,2
TKT-116560,1
TKT-106307,3
TKT-119444,2
TKT-101327,3
TKT-106790,0
TKT-103418,2
TKT-111257,2
TKT-107038,0
TKT-106323,1
TKT-101681,2
TKT-101452,0
TKT-100775,0
TKT-102109,0
TKT-111415,0
TKT-115296,0
TKT-110017,0
TKT-101365,2
TKT-109910,0
TKT-110158,0
TKT-108144,0
TKT-108057,1
TKT-108114,3
TKT-112687,0
TKT-100299,0
TKT-101107,0
TKT-100850,1
TKT-105449,2
TKT-108930,0
TKT-107472,2
TKT-107466,0
TKT-102246,2
TKT-116187,0
TKT-117866,3
TKT-103031,0
TKT-101608,0
TKT-109912,1
TKT-105736,2
TKT-100008,2
TKT-113180,0
TKT-105971,0
TKT-119083,0
TKT-104040,0
TKT-117901,0
TKT-112553,2
TKT-111519,2
TKT-113189,0
TKT-115628,0
TKT-116258,2
TKT-105101,0
TKT-116277,1
TKT-115046,0
TKT-103097,0
